0,16,24,7,8,10,32,40,28,15,48,44,34,56,9,22,50,3,43,20,53,5,11,47,12,18,19,17,39,61,59,41,2,49,51,14,62,42,36,1,54,21,4,57,60,63,52,33,13,37,46,29,55,6,31,27,26,23,58,25,30,38,45,35
0,16,1,2,8,17,18,19,3,4,5,6,20,21,9,10,7,32,22,23,11,12,13,14,48,49,50,51,55,54,52,53,24,25,30,28,26,27,15,29,56,57,40,41,58,59,60,61,31,38,39,36,37,33,34,35,62,63,47,45,46,44,42,43
0,16,8,24,32,40,48,45,36,30,29,35,33,28,34,31,20,3,4,11,5,21,6,12,43,41,38,47,37,46,54,56,18,10,9,1,13,25,19,7,42,49,44,39,57,50,58,53,2,27,14,26,22,15,17,23,59,62,60,52,63,55,51,61
0,8,16,24,32,39,38,37,9,19,13,18,17,12,14,5,25,20,22,15,26,21,27,23,40,44,47,41,46,43,45,42,1,10,3,6,2,11,4,7,48,53,51,54,52,49,55,50,28,33,34,29,35,30,36,31,56,60,57,62,63,59,58,61
0,8,16,32,10,18,24,48,26,21,27,33,36,7,25,4,29,13,19,40,17,50,56,61,52,35,43,46,58,37,6,51,53,30,22,55,1,59,57,45,23,3,15,41,54,39,14,5,20,34,38,49,11,2,12,47,60,9,42,28,62,63,31,44
0,8,16,10,4,2,32,5,24,38,27,13,39,48,56,21,6,17,53,14,22,18,34,54,60,25,31,1,7,15,37,12,23,3,49,36,40,19,29,20,51,45,50,58,35,42,52,28,26,55,46,44,61,11,43,59,9,30,41,33,47,63,62,57
0,1,2,3,6,7,5,4,16,18,17,21,22,20,23,19,24,32,28,29,27,25,40,26,48,56,49,51,61,60,54,52,44,47,36,41,46,35,39,45,62,63,53,59,8,50,9,10,38,43,33,34,31,42,30,37,57,13,58,55,11,12,15,14
0,8,16,24,27,17,32,39,13,1,6,3,2,14,18,4,12,5,20,11,9,7,10,15,48,52,50,40,46,41,43,56,22,23,37,21,29,34,33,28,51,47,55,53,45,42,44,59,25,35,26,36,19,31,38,30,62,57,58,61,60,54,49,63
0,2,1,3,6,7,8,9,16,17,23,22,21,20,19,18,32,33,37,39,35,34,36,38,48,49,53,52,55,54,51,50,24,25,29,28,30,31,40,41,56,57,14,15,12,13,10,11,47,46,45,44,26,27,42,43,59,58,63,62,61,60,4,5
0,1,7,6,3,2,4,5,16,17,18,19,20,21,23,22,24,25,27,26,28,29,31,30,8,9,11,10,13,12,15,14,32,33,35,34,40,41,43,42,48,49,51,50,55,54,53,52,45,44,37,36,39,38,46,47,56,57,61,60,59,58,63,62
