0,16,8,32,40,9,48,33,1,24,56,17,41,25,57,49
0,1,8,9,16,17,24,32,25,33,40,41,48,49,56,57
0,16,32,8,9,24,25,17,48,40,49,41,33,56,1,57
0,8,1,16,9,32,33,40,24,48,56,57,25,49,17,41
0,16,8,32,17,48,56,57,40,9,1,49,24,25,41,33
0,8,16,32,40,17,48,56,9,33,49,1,24,57,41,25
0,16,8,32,9,33,1,48,56,49,40,57,41,24,25,17
0,16,32,40,48,24,8,56,1,17,25,9,57,49,33,41
0,1,16,17,24,25,32,33,48,49,56,57,40,41,8,9
0,1,16,17,32,33,48,49,56,57,40,41,24,25,8,9
